(['西藏', '发展'], 664)
(['西藏', '自治区'], 364)
(['西藏', '文化'], 324)
(['发展', '自治区'], 242)
(['发展', '建设'], 239)
(['发展', '社会'], 223)
(['西藏', '建设'], 217)
(['自治区', '会议'], 215)
(['高校', '毕业生'], 215)
(['自治区', '党委'], 205)
(['西藏', '社会'], 205)
(['西藏', '中国'], 192)
(['就业', '毕业生'], 180)
(['西藏', '大学'], 169)
(['就业', '高校'], 163)
(['西藏', '活动'], 161)
(['西藏', '党'], 159)
(['发展', '经济'], 155)
(['高校', '就业', '毕业生'], 150)
(['西藏', '教育'], 140)
(['发展', '会议'], 133)
(['考生', '考试'], 133)
(['西藏', '拉萨'], 132)
(['西藏', '精神'], 129)
(['卡', '唐'], 128)
(['活动', '教育'], 127)
(['西藏', '西藏自治区'], 127)
(['西藏', '旅游'], 126)
(['学生', '学校'], 124)
(['西藏', '民族'], 123)
(['西藏', '学生'], 121)
(['发展', '中国'], 120)
(['建设', '工程'], 120)
(['建设', '项目'], 117)
(['拉萨', '拉萨市'], 116)
(['西藏', '发展', '自治区'], 113)
(['发展', '西藏', '社会'], 111)
(['活动', '群众'], 109)
(['西藏', '援藏'], 109)
(['党', '精神'], 108)
(['会议', '精神'], 104)
(['教育', '学生'], 104)
(['西藏', '群众'], 102)
(['发展', '产业'], 102)
(['教育', '学校'], 100)
(['发展', '群众'], 99)
(['发展', '文化'], 99)
(['习近平', '总书记'], 98)
(['发展', '党'], 98)
(['自治区', '精神'], 98)
(['西藏', '中央'], 98)
(['自治区', '建设'], 97)
(['会议', '政协'], 97)
(['发展', '精神'], 96)
(['西藏', '项目'], 96)
(['发展', '教育'], 96)
(['西藏', '全国'], 93)
(['西藏', '党委'], 92)
(['洛桑', '江村'], 91)
(['西藏', '毕业生'], 90)
(['西藏', '会议'], 89)
(['建设', '党'], 89)
(['发展', '习近平'], 89)
(['西藏', '就业'], 88)
(['西藏', '高校'], 87)
(['文化', '旅游'], 86)
(['发展', '拉萨'], 86)
(['活动', '学生'], 85)
(['西藏', '历史'], 84)
(['自治区', '全区'], 83)
(['旅游', '游客'], 83)
(['稳定', '维稳'], 83)
(['西藏', '艺术'], 83)
(['党', '习近平'], 82)
(['自治区', '党'], 81)
(['唐', '唐卡'], 81)
(['自治区', '政府'], 80)
(['群众', '党'], 79)
(['活动', '实践'], 79)
(['就业', '创业'], 79)
(['考生', '招生'], 79)
(['西藏', '全区'], 78)
(['教育', '教师'], 78)
(['自治区', '社会'], 78)
(['卡', '唐卡'], 74)
(['自治区', '群众'], 73)
(['自治区', '活动'], 73)
(['社会', '稳定'], 73)
(['发展', '全区'], 72)
(['群众', '干部'], 72)
(['西藏', '作品'], 72)
(['会议', '西藏自治区'], 71)
(['西藏', '藏族'], 71)
(['党', '政治'], 70)
(['西藏', '干部'], 70)
(['活动', '文化'], 70)
(['西藏', '生活'], 70)
(['西藏', '高原'], 70)
(['唐', '卡', '唐卡'], 70)
(['发展', '旅游'], 69)
(['西藏', '企业'], 68)
(['西藏', '国家'], 68)
(['自治区', '人大常委会'], 67)
(['西藏', '保护'], 67)
(['发展', '稳定'], 66)
(['西藏', '工程'], 66)
(['群众', '村'], 65)
(['自治区', '维稳'], 64)
(['西藏', '习近平'], 63)
(['文化', '保护'], 63)
(['发展', '我区'], 63)
(['文化', '中国'], 62)
(['发展', '合作'], 62)
(['高校', '创业'], 62)
(['中国', '习近平'], 61)
(['精神', '习近平'], 60)
(['西藏', '经济'], 60)
(['建设', '拉萨'], 60)
(['西藏', '游客'], 59)
(['建设', '文化'], 59)
(['西藏', '学校'], 59)
(['西藏', '发展', '建设'], 58)
(['活动', '拉萨'], 58)
(['精神', '讲话'], 58)
(['活动', '宣传'], 58)
(['西藏', '稳定'], 58)
(['教育', '实践'], 58)
(['毕业生', '创业'], 58)
(['自治区', '西藏自治区'], 58)
(['就业', '岗位'], 58)
(['学生', '老师'], 58)
(['建设', '生态'], 57)
(['发展', '齐扎拉'], 57)
(['文化', '艺术'], 57)
(['西藏', '卡'], 57)
(['党', '十八大'], 57)
(['发展', '项目'], 56)
(['干部', '援藏'], 56)
(['项目', '工程'], 56)
(['就业', '西藏', '毕业生'], 56)
(['高校', '西藏', '毕业生'], 56)
(['西藏', '佛教'], 56)
(['会议', '全区'], 55)
(['自治区', '教育'], 55)
(['西藏', '服务'], 54)
(['文化', '民族'], 54)
(['就业', '招聘会'], 54)
(['村', '工作队'], 54)
(['自治区', '区党委'], 53)
(['社会', '经济'], 53)
(['西藏', '生态'], 53)
(['自治区', '西藏', '党委'], 53)
(['就业', '西藏', '高校'], 53)
(['发展', '政府'], 52)
(['文化', '项目'], 52)
(['西藏', '博物馆'], 52)
(['西藏', '唐'], 52)
(['西藏', '唐卡'], 52)
(['会议', '党'], 51)
(['活动', '教育', '实践'], 51)
(['考生', '高考'], 51)
(['自治区', '政协'], 50)
(['群众', '服务'], 50)
(['西藏', '产业'], 50)
(['发展', '企业'], 50)
(['党委', '书记'], 50)
(['建设', '社会'], 50)
(['高校', '毕业生', '创业'], 50)
(['政协', '委员'], 50)
(['拉萨', '旅客'], 50)
(['建设', '群众'], 49)
(['发展', '改革'], 48)
(['教育', '党'], 48)
(['会议', '经济'], 48)
(['发展', '民族'], 48)
(['文化', '遗产'], 48)
(['活动', '党'], 47)
(['保护', '生态'], 47)
(['活动', '拉萨市'], 47)
(['全区', '稳定'], 47)
(['就业', '高校', '西藏', '毕业生'], 47)
(['拉萨', '城市'], 47)
(['自治区', '中央'], 46)
(['会议', '人大常委会'], 46)
(['西藏', '发展', '文化'], 46)
(['发展', '援藏'], 46)
(['建设', '教育'], 46)
(['自治区', '书记'], 46)
(['西藏', '区'], 46)
(['建设', '公路'], 46)
(['扶贫', '攻坚'], 45)
(['自治区', '项目'], 45)
(['医院', '医疗'], 45)
(['群众', '社会'], 45)
(['会议', '社会'], 45)
(['西藏', '总书记'], 44)
(['精神', '总书记'], 44)
(['自治区', '经济'], 44)
(['发展', '社会', '经济'], 44)
(['教育', '群众'], 44)
(['拉萨市', '就业'], 44)
(['拉萨', '齐扎拉'], 44)
(['建设', '拉萨市'], 44)
(['拉萨市', '企业'], 44)
(['就业', '高校', '创业'], 44)
(['交通', '道路'], 44)
(['精神', '十八大'], 44)
(['考试', '招生'], 44)
(['建设', '会议'], 43)
(['西藏', '区党委'], 43)
(['西藏', '发展', '中国'], 43)
(['建设', '精神'], 43)
(['拉萨', '旅游'], 43)
(['发展', '国家'], 43)
(['自治区', '稳定'], 43)
(['就业', '毕业生', '创业'], 43)
(['西藏', '考试'], 43)
(['西藏', '考生'], 43)
(['西藏', '藏文'], 43)
(['学生', '中学'], 43)
(['西藏', '政府'], 42)
(['西藏', '发展', '党'], 42)
(['发展', '中央'], 42)
(['英杰', '吴'], 42)
(['党', '干部'], 42)
(['发展', '特色'], 42)
(['文化', '拉萨'], 42)
(['发展', '党委'], 42)
(['西藏自治区', '党委'], 42)
(['会议', '习近平'], 41)
(['党', '党员'], 41)
(['教师', '教学'], 41)
(['发展', '报告'], 41)
(['卡', '西藏', '唐'], 41)
(['西藏', '内地'], 41)
(['会议', '区党委'], 40)
(['群众', '扶贫'], 40)
(['文化', '传统'], 40)
(['考试', '高考'], 40)
(['人员', '考试'], 40)
(['自治区', '考生'], 40)
(['西藏', '专业'], 40)
(['精神', '区党委'], 39)
(['自治区', '习近平'], 39)
(['自治区', '会议', '人大常委会'], 39)
(['总书记', '讲话'], 39)
(['社会', '维稳'], 39)
(['党', '社会'], 39)
(['高校', '就业', '毕业生', '创业'], 39)
(['学生', '大学'], 39)
(['西藏', '文物'], 39)
(['西藏', '学院'], 39)
(['西藏', '招生'], 39)
(['西藏', '地区'], 38)
(['发展', '拉萨市'], 38)
(['会议', '委员会'], 38)
(['发展', '全国'], 38)
(['教育', '教学'], 38)
(['人员', '考生'], 38)
(['党', '总书记'], 37)
(['旅游', '西藏', '游客'], 37)
(['发展', '地区'], 37)
(['自治区', '我区'], 37)
(['西藏', '我区'], 37)
(['文化', '产业'], 37)
(['就业', '企业'], 37)
(['生态', '环境'], 37)
(['干部', '党员'], 37)
(['孩子', '孩子们'], 37)
(['交通', '公路'], 37)
(['自治区', '报告'], 37)
(['内地', '西藏班'], 37)
(['佛教', '宗教'], 36)
(['活动', '旅游'], 36)
(['西藏', '特色'], 36)
(['自治区', '文化'], 36)
(['自治区', '就业'], 36)
(['群众', '农牧民'], 36)
(['习近平', '国家'], 36)
(['中国', '合作'], 36)
(['西藏', '传统'], 36)
(['群众', '生活'], 36)
(['西藏', '交流'], 36)
(['就业', '培训'], 36)
(['地区', '山南'], 36)
(['文化', '非物质'], 36)
(['教师', '乡村'], 35)
(['西藏', '人才'], 35)
(['毕业生', '招聘会'], 35)
(['自治区', '人员'], 35)
(['发展', '西藏', '稳定'], 35)
(['自治区', '人大'], 35)
(['西藏', '创业'], 35)
(['项目', '创业'], 35)
(['发展', '西藏自治区'], 35)
(['毕业生', '岗位'], 35)
(['学生', '小学'], 35)
(['发展', '区党委'], 34)
(['发展', '西藏', '经济'], 34)
(['党', '思想'], 34)
(['精神', '中央'], 34)
(['会议', '中央'], 34)
(['拉萨市', '服务'], 34)
(['服务', '就业'], 34)
(['西藏', '资源'], 34)
(['岗位', '招聘会'], 34)
(['西藏', '合作'], 34)
(['政协', '委员会'], 34)
(['会议', '党委'], 34)
(['拉萨市', '创业'], 34)
(['民族', '藏族'], 34)
(['文化', '藏族'], 34)
(['西藏', '藏语'], 34)
(['建设', '习近平'], 33)
(['西藏', '思想'], 33)
(['建设', '服务'], 33)
(['防治', '包虫病'], 33)
(['文化', '历史'], 33)
(['群众', '稳定'], 33)
(['扶贫', '精准'], 33)
(['教育', '考试'], 33)
(['西藏', '产品'], 33)
(['西藏', '展览'], 33)
(['全国', '陈'], 33)
(['艺术', '唐'], 33)
(['艺术', '卡'], 33)
(['党', '区党委'], 32)
(['西藏', '文化', '中国'], 32)
(['文化', '群众'], 32)
(['习近平', '思想'], 32)
(['社会', '全区'], 32)
(['西藏', '宗教'], 32)
(['发展', '干部'], 32)
(['教育', '拉萨市'], 32)
(['援藏', '人才'], 32)
(['教育', '党员'], 32)
(['学生', '教师'], 32)
(['拉萨市', '人员'], 32)
(['自治区', '全国'], 32)
(['西藏', '金融'], 32)
(['建设', '项目', '工程'], 32)
(['教育', '政策'], 32)
(['发展', '昌都'], 32)
(['文化', '唐'], 32)
(['高校', '招生'], 32)
(['发展', '总书记'], 31)
(['全区', '区党委'], 31)
(['自治区', '会议', '精神'], 31)
(['社会', '精神'], 31)
(['自治区', '部门'], 31)
(['西藏', '洛桑'], 31)
(['建设', '旅游'], 31)
(['发展', '生态'], 31)
(['医院', '患者'], 31)
(['西藏', '发展', '援藏'], 31)
(['中国', '国家'], 31)
(['西藏', '发展', '党委'], 31)
(['发展', '自治区', '社会'], 31)
(['学生', '教学'], 31)
(['拉萨市', '交通'], 31)
(['西藏', '青年'], 31)
(['会议', '委员'], 31)
(['西藏', '培训'], 31)
(['考生', '专业'], 31)
(['艺术', '唐卡'], 31)
(['教育', '会议'], 30)
(['建设', '政治'], 30)
(['会议', '政府'], 30)
(['党', '中国'], 30)
(['拉萨', '铁路'], 30)
(['自治区', '情况'], 30)
(['拉萨市', '项目'], 30)
(['建设', '齐扎拉'], 30)
(['文化', '演出'], 30)
(['西藏', '宣传'], 30)
(['全区', '维稳'], 30)
(['西藏自治区', '委员会'], 30)
(['群众', '实践'], 30)
(['发展', '建设', '社会'], 30)
(['拉萨市', '工程'], 30)
(['考生', '高校'], 30)
(['工程', '施工'], 30)
(['创业', '大学生'], 30)
(['拉萨市', '城市'], 30)
(['发展', '农牧业'], 30)
(['自治区', '考试'], 30)
(['考生', '成绩'], 30)
(['旅游', '景区'], 30)
(['招生', '专业'], 30)
(['西藏', '文化', '艺术'], 30)
(['卡', '艺术', '唐'], 30)
(['考生', '志愿'], 30)
(['唐', '西藏', '唐卡'], 30)
(['精神', '政治'], 29)
(['群众', '政府'], 29)
(['西藏', '管理'], 29)
(['拉萨', '项目'], 29)
(['西藏', '医院'], 29)
(['活动', '干部'], 29)
(['自治区', '服务'], 29)
(['习近平', '讲话'], 29)
(['教育', '宣传'], 29)
(['活动', '青少年'], 29)
(['习近平', '合作'], 29)
(['西藏', '人员'], 29)
(['西藏', '政策'], 29)
(['活动', '学校'], 29)
(['会议', '报告'], 29)
(['建设', '城市'], 29)
(['地区', '林芝'], 29)
(['西藏', '电网'], 29)
(['自治区', '部署'], 28)
(['会议', '自治区', '政协'], 28)
(['活动', '教育', '群众'], 28)
(['拉萨市', '旅游'], 28)
(['拉萨', '游客'], 28)
(['发展', '服务'], 28)
(['会议', '讲话'], 28)
(['区党委', '维稳'], 28)
(['西藏', '民航'], 28)
(['学校', '教学'], 28)
(['发展', '金融'], 28)
(['西藏', '交通'], 28)
(['拉萨市', '学生'], 28)
(['拉萨', '学生'], 28)
(['活动', '村'], 28)
(['西藏', '公路'], 28)
(['西藏', '林芝'], 28)
(['考试', '考场'], 28)
(['保护', '文物'], 28)
(['西藏', '技术'], 28)
(['拉萨市', '岗位'], 28)
(['铁路', '旅客'], 28)
(['党', '精神', '十八大'], 28)
(['西藏', '登山'], 28)
(['西藏', '中学'], 28)
(['学生', '西藏班'], 28)
(['西藏', '藏医'], 28)
(['会议', '改革'], 27)
(['社会', '管理'], 27)
(['西藏自治区', '政协'], 27)
(['文化', '精神'], 27)
(['群众', '精神'], 27)
(['发展', '西藏', '群众'], 27)
(['精神', '思想'], 27)
(['西藏', '发展', '旅游'], 27)
(['精神', '干部'], 27)
(['西藏', '演出'], 27)
(['发展', '西藏', '产业'], 27)
(['教育', '民族'], 27)
(['会议', '政协', '委员会'], 27)
(['精神', '党委'], 27)
(['群众', '基层'], 27)
(['发展', '事业'], 27)
(['西藏', '大学生'], 27)
(['文化', '博物馆'], 27)
(['考试', '资格'], 27)
(['西藏', '电力'], 27)
(['卡', '西藏', '唐卡'], 27)
(['医院', '手术'], 27)
(['发展', '政协'], 26)
(['发展', '会议', '经济'], 26)
(['建设', '全区'], 26)
(['西藏', '江村'], 26)
(['寺庙', '僧尼'], 26)
(['教育', '援藏'], 26)
(['发展', '人才'], 26)
(['精神', '宣传'], 26)
(['建设', '我区'], 26)
(['建设', '产业'], 26)
(['稳定', '社会', '维稳'], 26)
(['拉萨', '教育'], 26)
(['企业', '招聘会'], 26)
(['党', '党委'], 26)
(['党', '基层'], 26)
(['干部', '基层'], 26)
(['自治区', '党委', '书记'], 26)
(['社会', '全国'], 26)
(['发展', '科技'], 26)
(['建设', '交通'], 26)
(['建设', '西藏', '工程'], 26)
(['就业', '政策'], 26)
(['拉萨市', '学校'], 26)
(['考试', '考点'], 26)
(['文化', '卡'], 26)
(['游客', '布达拉宫'], 26)
(['遗产', '非物质'], 26)
(['文化', '遗产', '非物质'], 26)
(['学校', '老师'], 26)
(['孩子', '家长'], 26)
(['招聘会', '求职者'], 26)
(['招聘会', '招聘'], 26)
(['发展', '自治区', '会议'], 25)
(['习近平', '政治'], 25)
(['自治区', '攻坚'], 25)
(['西藏', '铁路'], 25)
(['精神', '全区'], 25)
(['党', '组织'], 25)
(['发展', '战略'], 25)
(['发展', '活动'], 25)
(['西藏', '农牧民'], 25)
(['群众', '拉萨市'], 25)
(['西藏', '干部', '援藏'], 25)
(['援藏', '医疗'], 25)
(['西藏', '环境'], 25)
(['中国', '民族'], 25)
(['群众', '党员'], 25)
(['发展', '西藏', '教育'], 25)
(['学校', '教师'], 25)
(['中国', '历史'], 25)
(['自治区', '发展', '党委'], 25)
(['建设', '基层'], 25)
(['拉萨', '工程'], 25)
(['发展', '区'], 25)
(['自治区', '区'], 25)
(['合作', '国'], 25)
(['西藏', '同志'], 25)
(['发展', '委员'], 25)
(['西藏', '昌都'], 25)
(['旅游', '林芝'], 25)
(['会议', '大会'], 25)
(['西藏', '航空'], 25)
(['西藏', '学生', '大学'], 25)
(['活动', '主题'], 25)
(['大学', '专业'], 25)
(['西藏', '民生'], 25)
(['电力', '电网'], 25)
(['文化', '格萨尔'], 25)
(['患者', '治疗'], 25)
(['西藏', '图'], 25)
(['格萨尔', '史诗'], 25)
(['学生', '家长'], 25)
(['教育', '考试院'], 25)
(['西藏', '自治区', '党'], 24)
(['自治区', '领导'], 24)
(['全区', '经济'], 24)
(['发展', '西藏', '精神'], 24)
(['宣传', '思想'], 24)
(['党', '中央'], 24)
(['建设', '组织'], 24)
(['援藏', '医院'], 24)
(['文化', '宣传'], 24)
(['活动', '民族'], 24)
(['拉萨市', '招聘会'], 24)
(['高校', '招聘会'], 24)
(['自治区', '扶贫'], 24)
(['发展', '扶贫'], 24)
(['维稳', '丁业现'], 24)
(['活动', '群众', '实践'], 24)
(['西藏', '自治区', '社会'], 24)
(['拉萨', '交通'], 24)
(['自治区', '慰问'], 24)
(['会议', '区'], 24)
(['拉萨市', '高校'], 24)
(['自治区', '毕业生'], 24)
(['人员', '毕业生'], 24)
(['项目', '公路'], 24)
(['宗教', '寺庙'], 24)
(['西藏', '寺庙'], 24)
(['西藏', '代表团'], 24)
(['村', '村民'], 24)
(['考生', '考场'], 24)
(['拉萨', '雪'], 24)
(['培训', '技能'], 24)
(['艺术', '作品'], 24)
(['就业', '毕业生', '岗位'], 24)
(['卡', '唐', '西藏', '唐卡'], 24)
(['资源', '人力'], 24)
(['西藏', '西藏班'], 24)
(['藏医药', '藏医'], 24)
(['毕业生', '招聘'], 24)
(['旅客', '列车'], 24)
(['自治区', '政治'], 23)
(['服务', '管理'], 23)
(['西藏', '领导'], 23)
(['社会', '中国'], 23)
(['发展', '自治区', '经济'], 23)
(['文化', '思想'], 23)
(['发展', '思想'], 23)
(['教育', '全区'], 23)
(['发展', '江村'], 23)
(['西藏', '文化', '项目'], 23)
